,value_param,avg,std
0,0.0,0.8998302103230207,0.0034183720361889635
1,0.025,0.8484848474779618,0.318017908320558
2,0.05,0.7272098960590456,0.9371454646370994
3,0.07500000000000001,0.6152467467795535,1.4607986652837937
4,0.1,0.6234742055790712,0.9756572890816105
5,0.125,0.47301790288610934,1.367769180315856
6,0.15000000000000002,0.4853959807834983,1.0340767354078504
7,0.17500000000000002,0.39748465155574175,1.6781606468917503
8,0.2,0.3111818395957607,1.340381354230597
9,0.225,0.34033295811506636,0.9331551142900205
10,0.25,0.23353384861290677,1.2868291916536385
11,0.275,0.1400671632509344,1.5966028774172387
12,0.30000000000000004,0.06960840696682931,1.5212359592583866
13,0.325,-0.0478389309610396,1.516256263072777
14,0.35000000000000003,0.13480137994275515,0.8391340268697638
15,0.375,-0.1455984751378642,1.3551474254934193
16,0.4,-0.1845186073704475,1.4093422114997856
17,0.42500000000000004,-0.23690571491922263,1.3196175180589345
18,0.45,-0.22099495910313172,1.1696544553442056
19,0.47500000000000003,-0.2575266641178027,1.078390684229398
20,0.5,-0.32867119019179586,1.0069607163706742
21,0.525,-0.30571966500016046,0.8713305626841568
22,0.55,-0.35862017608790464,0.8495431918631617
23,0.5750000000000001,-0.36858108043579546,0.7630045709701795
24,0.6000000000000001,-0.435860635983998,0.7599468501673778
25,0.625,-0.46279087987363676,0.7274407461468262
26,0.65,-0.5139769239498718,0.7016807374804005
27,0.675,-0.5360563872520092,0.6254418616782588
28,0.7000000000000001,-0.5915317840228702,0.6136483016980504
29,0.7250000000000001,-0.6176862680806187,0.5738136367214212
30,0.75,-0.6605012496370015,0.5367536706521532
31,0.775,-0.675696692405656,0.4914236449216848
32,0.8,-0.6974210624444351,0.4673045498746558
33,0.8250000000000001,-0.7251073094926761,0.4335243791380804
34,0.8500000000000001,-0.746660904506543,0.4362897719696135
35,0.875,-0.758460162816408,0.40077782740370116
36,0.9,-0.7834948972834271,0.38383703488641024
37,0.925,-0.8116600381772916,0.3907447149566961
38,0.9500000000000001,-0.8392177196505086,0.37954398246754223
39,0.9750000000000001,-0.858514289965193,0.39379817220919916
