,value_param,avg,std
0,0.0,0.3238726914330433,0.002982268680778204
1,0.025,0.2930111317057008,0.1757627505467871
2,0.05,0.26226046341573944,0.24637716263824888
3,0.07500000000000001,0.23235999550828482,0.29157908317491893
4,0.1,0.19350221584061156,0.35027153725132976
5,0.125,0.1545469498057928,0.41741004715980745
6,0.15000000000000002,0.13670446920300683,0.4034413733793829
7,0.17500000000000002,0.10206654517108933,0.4391630287878113
8,0.2,0.0639754377476339,0.47590983451223795
9,0.225,0.038796670951099475,0.471616599979776
10,0.25,-0.000534369964271686,0.49093235544765407
11,0.275,-0.042238051083457614,0.5120803497431539
12,0.30000000000000004,-0.07491655928219329,0.5091355139230367
13,0.325,-0.10882971274404092,0.5232096777373452
14,0.35000000000000003,-0.1474465112103179,0.5266574812986156
15,0.375,-0.17752726053621268,0.5266907850805724
16,0.4,-0.20153416645644628,0.5223943108192197
17,0.42500000000000004,-0.23485789563992832,0.5086933524220656
18,0.45,-0.285349928774063,0.502232092984847
19,0.47500000000000003,-0.3017049832559919,0.5093398995655622
20,0.5,-0.3414114703165405,0.507832547655563
21,0.525,-0.3641865074583675,0.48866463633211643
22,0.55,-0.4025213501208119,0.4624984064831021
23,0.5750000000000001,-0.4245904783677978,0.44989594659855714
24,0.6000000000000001,-0.4612431306907764,0.4454350234908476
25,0.625,-0.4811151051815238,0.4266002186351449
26,0.65,-0.5107888546235981,0.41137893009973847
27,0.675,-0.5385872021930389,0.39606294352852206
28,0.7000000000000001,-0.5570241008207106,0.390900322664916
29,0.7250000000000001,-0.5911234081197538,0.37781254600413383
30,0.75,-0.6099424470625834,0.3517939485299623
31,0.775,-0.6349063014319739,0.34204667879148815
32,0.8,-0.6592309190395367,0.3248951350582264
33,0.8250000000000001,-0.6769686789365303,0.3187794174534915
34,0.8500000000000001,-0.703271129505053,0.30888637047075135
35,0.875,-0.7189407819284421,0.3091896806728016
36,0.9,-0.7406645558178531,0.3428948230214463
37,0.925,-0.7771237605450343,0.3451893438507284
38,0.9500000000000001,-0.8066102220187215,0.33943249254196306
39,0.9750000000000001,-0.8423776046692755,0.38156197690480786
