"Step","algo_type: robust - reward","algo_type: robust - reward__MIN","algo_type: robust - reward__MAX","algo_type: vanilla - reward","algo_type: vanilla - reward__MIN","algo_type: vanilla - reward__MAX","algo_type: r2 - reward","algo_type: r2 - reward__MIN","algo_type: r2 - reward__MAX"
"2003","0.7269570548348012","-0.5423204217177735","0.9055183423365067","0.23442450882274338","-0.6250515703193527","0.9024574913760413","0.8893855496629838","0.8727479603714663","0.9047106832028506"
"2004","0.7201235714596183","-0.5761792956027171","0.9042477564796536","0.8895111692666023","0.8643305360879012","0.9039878365240349","0.44986395633478404","-0.6162253368764372","0.9034419000240618"
"2005","0.7247863292797428","-0.5822230087421252","0.90584497109315","0.5693968985445417","-0.5845795563679279","0.9022595762729797","0.8807143302898807","0.8368328250087606","0.905272312736618"
"2006","0.7253535899197346","-0.5410804972680306","0.9072202935522905","0.3403525917292636","-0.5884580238027275","0.9008592016682944","0.8872219403178139","0.8554922057857982","0.9041249440643997"
"2007","0.7233858404721362","-0.5395780371769544","0.9034726156813211","0.8856548816452714","0.8630580722490655","0.9010926251786294","0.8826536569943283","0.8579286255524637","0.8991264342987546"
"2008","0.7258761806371369","-0.5397365096155008","0.9024600366087798","0.5029852799517276","-0.6222927775950448","0.8985798034945893","0.8879097713447809","0.8185700495946688","0.9047162656277061"
"2009","0.8885228293770175","0.8772884870528708","0.9021966229135718","0.8888815945899293","0.8356161970696011","0.9051209087314834","0.8907490416053696","0.8764627488137708","0.9058542661594986"
"2010","0.5548407687514563","-0.6200498717912153","0.9004268431983566","0.8846143197244025","0.8625702832404637","0.9014649217057384","0.7362919420742167","-0.6017687300697644","0.9053724418341057"
"2011","0.8801820229623432","0.8434848211684807","0.9032505816563263","0.8854873649391777","0.865729821566168","0.8994447758561095","0.8859173701327817","0.838768755753623","0.9021244659039278"
"2012","0.7244070695538315","-0.5403716776257601","0.9032125414311368","0.8955881982756695","0.8788402574548324","0.9056641116713222","0.7455949302896812","-0.5380009913303966","0.9044964151327082"
"2013","0.7361972468054657","-0.561298495485583","0.9034174675542741","0.7038319747619192","-0.5589170373013377","0.9001009048866652","0.8755369410922164","0.8329320939697731","0.9032390138866531"
"2014","0.8992397432244784","0.8821404824991637","0.9042924070561666","0.7049532890024319","-0.5750444705005633","0.9007140593093643","0.8959607734876887","0.8576884140139516","0.9050816922165557"
"2015","0.7262126562367892","-0.5615760856808601","0.9015009670489301","0.8877095414349683","0.8693277524545355","0.9035713596607734","0.8934767651821719","0.8811103081690375","0.9037840110464638"
"2016","0.7364447963945464","-0.5422046790254671","0.9084006296008046","0.5219680403582833","-0.6186073138908652","0.9038190208697569","0.5977817882389314","-0.6154836179543315","0.9035565317655321"
"2017","0.5658824363554332","-0.5814876315148411","0.9023187663113964","0.8901842495042592","0.8773010899319785","0.9021767602120623","0.7391980918529958","-0.5912699883457908","0.9080883012575335"
"2018","0.7336773960619286","-0.5350843346710691","0.9084488946176523","0.3443210943642092","-0.5810665823995336","0.9032560559921163","0.8863987731962139","0.8582283757700777","0.9000912066840203"
"2019","0.7310065177635947","-0.5423056069188293","0.9040559040723755","0.5142748223678376","-0.6397211961237472","0.901818671753389","0.5936246076274071","-0.5682709429194113","0.9036375379755228"
"2020","0.8821957235731268","0.8588671316744798","0.9008203061584678","0.7015506927384819","-0.5981612167233772","0.9034794807238965","0.741380929472219","-0.5557174725020351","0.904995712555894"
"2021","0.8827539576109156","0.8616949660409681","0.9052911059766501","0.702167422041696","-0.6201781607492732","0.9030208389070414","0.8951101067456214","0.8468819816032305","0.9029660353355593"
"2022","0.5659352312921955","-0.6004735867123778","0.9032454300051287","0.8884581229118633","0.8611133490021498","0.9056911603760499","0.5966238477342843","-0.5993557257148323","0.9063805687074873"
"2023","0.8902136426451648","0.8661533903555404","0.9051037801980477","0.5189681607781722","-0.5596089749788438","0.9015835194894322","0.8709394175360184","0.7945211224740167","0.9032155493788485"
"2024","0.8884538920068308","0.8614691961107335","0.9038779440157985","0.8750718173952645","0.8511734852469046","0.8997639498318606","0.8829709593160047","0.8591028365685638","0.9001251579039308"
"2025","0.719031970754251","-0.5570111440817637","0.9036297101027608","0.6939818861221253","-0.657247285868246","0.9043629830521834","0.7417927447490191","-0.5576365657281858","0.9031351871824114"
"2026","0.7217435937856557","-0.5777275119175881","0.9032199870315547","0.8827877744317816","0.8385912074641211","0.9006083688416151","0.8913864693647445","0.8743911245490836","0.9076612938364875"
"2027","0.7324084942788627","-0.5673324237138716","0.9034687239731091","0.6995742599608648","-0.6110268770314522","0.9034779546400044","0.87533428629421","0.8271782125946519","0.9034707375975987"
"2028","0.38981342249353645","-0.6280897929991223","0.9009231170450479","0.7049445227668107","-0.5691447565699799","0.9061487817845189","0.45236760027199896","-0.5833716682799476","0.8991083107235338"
"2029","0.7154706209923051","-0.5808786440932914","0.9035966398518948","0.8874782885115462","0.8563505934483642","0.9000173644697335","0.883749682410067","0.8437121698876638","0.9013419782657587"
"2030","0.8771879404046452","0.8512178042954132","0.9026401144195259","0.6955830546871957","-0.5840879715027665","0.9017150243420248","0.8932986054771683","0.8802494901562978","0.8995435376947415"
"2031","0.7217019963324549","-0.5567734767418403","0.900876300647578","0.5083963727308984","-0.6206896567409299","0.9056654073662413","0.8844784231580581","0.8324553007502862","0.9053696266103862"
"2032","0.7160999536614978","-0.6033143646995401","0.9000582873954877","0.5088070908401808","-0.5835948657245261","0.8958722277502241","0.8903103067461444","0.8774547277444813","0.9060226587889829"
"2033","0.8845016112108307","0.8358266997384015","0.8990837794712334","0.8852180527179145","0.8566725861446325","0.905217083554212","0.4569522227568165","-0.6080698284585104","0.9027458633631751"
"2034","0.8824510658562504","0.8526890272589615","0.9037588732928152","0.3486472685261251","-0.5771011117603828","0.9036360639739235","0.7442746424408877","-0.5424173216414389","0.9031003361010623"
"2035","0.8891905110230733","0.8343672226014103","0.9032597428832168","0.8809356139942125","0.8210382098528137","0.9007804595613204","0.5878591912009907","-0.6003816177258675","0.9043524973991142"
"2036","0.723967733604155","-0.6043824782665939","0.9022286147092942","0.6925594432780474","-0.577506934827665","0.8837350719556999","0.7270470317001027","-0.5701114849910798","0.901901509535453"
"2037","0.40350985238909204","-0.5817121079760503","0.9077440917817364","0.7032353837746981","-0.5807424807375462","0.9007372168796092","0.8857748036166541","0.8624015119540414","0.9025228180223915"
"2038","0.8967223258394904","0.881833890198753","0.9040097189065742","0.8938532405350639","0.8714359802199715","0.9005856359523096","0.5890961606393719","-0.6073202146007401","0.9008809102179791"
"2039","0.38920177104006787","-0.6426877651897707","0.9014006486930036","0.8910381823436324","0.8748026801317341","0.9028370309740665","0.8887010687500665","0.8393452503416928","0.9025078431024836"
"2040","0.8874871861282435","0.8595482871503948","0.9042852344680454","0.6959191726504739","-0.6433315991738777","0.9067437482426818","0.8896810857477838","0.8699408025512976","0.9068982356737623"
"2041","0.8866416756113565","0.8591935655099197","0.9035804416237065","0.709936537928436","-0.5725193724395731","0.9030990395250292","0.8954092164384102","0.8795136992887361","0.90408103294631"
"2042","0.8830944406806127","0.8568135105532706","0.9026582246830217","0.6905686543818742","-0.6225195407640483","0.9016194984037589","0.7457110978555443","-0.5976208427078137","0.9045919282177999"
"2043","0.8884253692276743","0.8380825228945794","0.9065581387241697","0.6846955433111823","-0.5988465922497701","0.9036510276178327","0.5987062848374026","-0.5412500248931379","0.9011122192433565"
"2044","0.7321294938325725","-0.5595186862976997","0.9053596485692372","0.8917580003880883","0.8687969909402697","0.9033400487545273","0.5973127475679363","-0.5956746659479282","0.9042249794890671"
"2045","0.886130066652793","0.8764857713519038","0.898899796522793","0.7120448916184217","-0.5564538160010831","0.9053587626242281","0.4537197556368504","-0.6031844949568086","0.9027293803118142"
"2046","0.8885766188217828","0.8625195276948754","0.9048529757954411","0.7007979474554945","-0.6244259056106366","0.9055786754115795","0.8840182019886133","0.859038002512039","0.9047081284614557"
"2047","0.7355736230032841","-0.5446389633738888","0.9078506363369279","0.3304738043027325","-0.6179459388804568","0.9034931564663683","0.7428838285376453","-0.6167315557869077","0.9057543198831031"
"2048","0.725415662035433","-0.5634520775608584","0.9039384756581705","0.6980211085265935","-0.6181941263558058","0.9005858061216735","0.7250301542234329","-0.600243881777556","0.9006958295199946"
"2049","0.7194476145480522","-0.5402478843340321","0.8958286825896719","0.8867528829422785","0.8392452653765072","0.9038024911736908","0.5963581926908555","-0.615404444880793","0.9005867788213343"
"2050","0.5597672444516113","-0.6012419260917292","0.9044964053420639","0.3413654641368143","-0.5939707542209971","0.9033649105617135","0.875000287791388","0.8458429577202511","0.9019026607721072"
"2051","0.8893757910924549","0.864007128343694","0.9073502260132043","0.519280412005936","-0.6236019496826786","0.9025631552182705","0.5968243191889401","-0.598872873955979","0.9017247715837916"
"2052","0.8829930657867993","0.8618531928011449","0.9000050244284418","0.6929988380945005","-0.5776789943210471","0.9039345329875269","0.4513803229792449","-0.5989214383321111","0.9050906132751724"
"2053","0.7260796165701056","-0.579369895472388","0.9033695987232644","0.713699058199525","-0.5351032857750222","0.8988142101294535","0.597619252604435","-0.5970516260660609","0.9030244228644764"
"2054","0.5688571470390974","-0.597931766652342","0.9055908615496423","0.8832104738421698","0.8331796164822349","0.9012288887128652","0.73418027442454","-0.6035293009606117","0.9018746891630154"
"2055","0.8795961345404498","0.8546750109488981","0.899769561709227","0.7099607517041064","-0.5406911909654363","0.9003422519356121","0.8891849023558228","0.8587290373130456","0.9047364880388588"
"2056","0.5662586149427136","-0.5933602644204683","0.9057451517394072","0.8819970290245689","0.8579104320862049","0.9043542448531954","0.8844775366360114","0.839052891238002","0.9038285182206369"
"2057","0.7228274071914167","-0.5440113815824867","0.8989361216356743","0.8754651913152076","0.8005979976714203","0.8995188113300785","0.7399292729983448","-0.5625689100053867","0.9051601823676299"
"2058","0.8870477867100915","0.8554732240587566","0.9027379566917113","0.8857274031366511","0.8415699912241312","0.9057893339392621","0.8780859657441024","0.8395411896036086","0.9037839772472778"
"2059","0.8933890924861204","0.8639728404810619","0.9027907579187541","0.8865725580747608","0.8530409353566352","0.9035279984060176","0.5815500041574699","-0.6045520793615523","0.8930675078752544"
"2060","0.8921417051572723","0.878787620153223","0.9031649746751275","0.8808174230301694","0.8554730407658186","0.8971093101586056","0.7481345972389312","-0.5598690032942367","0.9065786761406074"
"2061","0.5716332812172835","-0.5870400578971482","0.9048109429327358","0.8920004589501536","0.8566253418084252","0.9057951616226224","0.7374294940545837","-0.5992842525951159","0.9016920583773294"
"2062","0.880006131479259","0.8415646862974961","0.9042532282669938","0.8984770227097552","0.8920033941440579","0.9053652134236128","0.8888747240583982","0.8600067093541495","0.9039818001891383"
"2063","0.8943156182145429","0.8594502604227048","0.9052658925818791","0.8933059682890107","0.8796579876969743","0.9058966655583629","0.46299261695053867","-0.5570898974745709","0.9060524581546727"
"2064","0.7198026285082997","-0.579793383387036","0.904819333694318","0.8744809473855044","0.8565354238681919","0.8845319280889152","0.5962799826572631","-0.5595694651562991","0.9040847891110537"
"2065","0.7286392891627579","-0.5397607458451533","0.9028435586603758","0.8831359698401569","0.8603500861519136","0.8993704572230825","0.6064110839054837","-0.557531528045129","0.9040998379854518"
"2066","0.8864257361264946","0.8576000361082847","0.9015724705607431","0.520561792614735","-0.5566941865620887","0.9023033449783793","0.8906691954129478","0.8597027812897737","0.9023541324996751"
"2067","0.8829386098901401","0.8432692959142579","0.9046570994419753","0.8739562263908864","0.8273224018335552","0.898728804482231","0.739093714149667","-0.5976393034998881","0.9064587296655545"
"2068","0.7223349819339837","-0.5639418409994699","0.9040656292425748","0.5122556140676899","-0.6043433299410004","0.9028622169258724","0.7520070391730747","-0.5661728862216275","0.9023472197254906"
"2069","0.7180042646428548","-0.5911756873686356","0.9065271364364954","0.5142828168034638","-0.5640266239885946","0.8999580655133504","0.8831957089941733","0.8507227051169534","0.90439036901832"
"2070","0.5587950078034412","-0.6001071114165315","0.9028591336292109","0.5324910072459549","-0.5600561161891856","0.9062033758569817","0.8934002753383357","0.8745598582435864","0.9081527927646509"
"2071","0.7270676565062496","-0.5397412115340268","0.8995289812541117","0.7063709541126628","-0.5803873183057356","0.9027359923786322","0.5931419051970814","-0.6247086159205683","0.9034202333641208"
"2072","0.5570675493331426","-0.617832916763624","0.9025366138916822","0.8922852224672845","0.8652585336501836","0.9018832006294968","0.5953673993816967","-0.6011966954457215","0.9035385190772484"
"2073","0.5640821855408968","-0.5993276854688605","0.9056723005992937","0.8836226357841764","0.870087146284518","0.900638046216179","0.5987206010524844","-0.539796604838433","0.903502581882672"
"2074","0.7226552069903431","-0.6196096234715371","0.9032222955357985","0.6987922497283252","-0.634773776935222","0.9008152764611045","0.7466144960028845","-0.5422516321195419","0.9052811491098565"
"2075","0.552024026708056","-0.6208797458834059","0.8998338899556395","0.8930823367242424","0.8712831674631637","0.9079392100091418","0.8934689269225965","0.8786089770480987","0.9062195956907535"
"2076","0.7214299175279257","-0.542486081659263","0.9000636189754285","0.7096270240038972","-0.5776943615800331","0.9048944071721974","0.8879547760505258","0.8391210126651707","0.9046443139324436"
"2077","0.884443629478615","0.830107205443174","0.9031884769528714","0.8826650271054618","0.8406381718144754","0.9038940933817646","0.6035274290265286","-0.540358898826685","0.900376880784894"
"2078","0.5571631763988626","-0.6013103998728465","0.9043880742763314","0.8900086321938667","0.8467824386327768","0.9074094096372564","0.4490264479819987","-0.580951432477743","0.9043621441234755"
"2079","0.720736531501111","-0.599694847072684","0.9031522678689585","0.8841027952311517","0.8436680265017837","0.9022216732462917","0.8819328123203414","0.8176485263064033","0.9023285570818858"
"2080","0.8845138168010458","0.8473521816794247","0.902014245488169","0.7081068219496741","-0.5793144646738148","0.9045100993474258","0.7340272835566994","-0.6297705487106819","0.906481085676851"
"2081","0.8935560388544056","0.8794413813075905","0.9033614441865516","0.33709383810107624","-0.6027320819081161","0.899921830210261","0.8926945173407905","0.8783700836513509","0.9020009270685648"
"2082","0.3839191990646475","-0.6010869898854925","0.902365680181712","0.7093763371021602","-0.5416033039722312","0.9024158451652919","0.7465411587956197","-0.5410351244840766","0.9056372277793054"
"2083","0.7231487414650508","-0.6459586086213656","0.9054938320077518","0.8911256216638573","0.8635032010616647","0.9067820855213417","0.8935094755528507","0.8790326332600167","0.9031669985226211"
"2084","0.5678280375560081","-0.5795931254476872","0.9031150131032387","0.7022445004145386","-0.5612120273405177","0.9007164812466751","0.7487146706199256","-0.5423869696867614","0.903573776118441"
"2085","0.8882453217236387","0.8371079961925504","0.9043604121648653","0.7027928630669956","-0.6125429915188505","0.9055861216021185","0.7417988274515686","-0.5788215332573801","0.9048117417629097"
"2086","0.8762071396610489","0.8188474844039494","0.9049990054568973","0.6993270066373529","-0.59406242781953","0.9054973731134834","0.883227047987449","0.8368762574590157","0.902575656166178"
"2087","0.235824265781774","-0.5996148514343556","0.8974760631390264","0.7083750505441236","-0.5444916540558711","0.9056268909994614","0.45306210658875534","-0.6047855174824074","0.9026621632919309"
"2088","0.7370649842989023","-0.5494748273720972","0.904391046991878","0.8797391136359028","0.8056169270088387","0.9049635602594724","0.6014273195080909","-0.5633203033001573","0.9057593869751099"
"2089","0.7262827109239336","-0.5640736314619637","0.9057284513480435","0.8922554461684161","0.875000097460267","0.9053442436620457","0.7231961617682219","-0.6257317358312957","0.9015334746129646"
"2090","0.8845540079896455","0.8550668254536561","0.904450545460848","0.883803273321788","0.8562728071176299","0.9001563095538333","0.727278214382123","-0.6141496662068937","0.9066389873372879"
"2091","0.7273123938308689","-0.5835329480846867","0.9079727647244823","0.5245284908631481","-0.5803609079323635","0.9028387193542216","0.5969506448750034","-0.5790949538898195","0.9025890422712028"
"2092","0.7207882198816498","-0.5916858382760682","0.8997149932179281","0.7143966827671521","-0.5382919854148969","0.9031038390783362","0.7348651325700388","-0.5601690993733449","0.9022398101559801"
"2093","0.7347798129364386","-0.560945035778492","0.9017629937444115","0.7050779595857075","-0.5565589927687687","0.9047152612075048","0.7426743029013192","-0.5401732088112728","0.9075200040456796"
"2094","0.7289670160529295","-0.5911727822265305","0.9044341509685564","0.7039173324683796","-0.5375908835443399","0.9068875658816841","0.744121369773938","-0.5989183408092424","0.9027365459232547"
"2095","0.726271350133954","-0.5678125909771087","0.906656187603529","0.8823189720768372","0.8504828974847772","0.902364825358942","0.8796708195545682","0.8032399109977086","0.9018376898383009"
"2096","0.5489428502681833","-0.5807065583480694","0.9058077893318763","0.8820746797116502","0.8586093585266387","0.9005935456089836","0.6009131139318593","-0.5664998637782549","0.9052248859220743"
"2097","0.5574638786332385","-0.613514816426327","0.8998932067005451","0.510869439374291","-0.6160190135207222","0.9010127264151102","0.7388945204526673","-0.6159661889454785","0.9086097261432896"
"2098","0.7320207380040491","-0.5381832878733241","0.9074936933295472","0.7012675217909156","-0.5801435825362482","0.904680788913523","0.5998979106788154","-0.5936485097554974","0.904284136229952"
"2099","0.7240204770329564","-0.5613850465113868","0.9023649062685173","0.8853529841813146","0.8616425569092666","0.9017599433194269","0.7355161511206527","-0.5382534257373808","0.9004415598816468"
"2100","0.4036541742351699","-0.5716051929067523","0.9057593869751099","0.6804883539585176","-0.5709059060418462","0.9009814080363691","0.7389361934452052","-0.5761357392305051","0.9057495307799237"
"2101","0.8909937463368015","0.8764717907259997","0.903175271089276","0.7070677462461872","-0.5809162628360446","0.9060205515036843","0.7380314240702306","-0.6014290544579809","0.9088237718869424"
"2102","0.5651778706312585","-0.5783816454472911","0.9000146526301783","0.7008640698574162","-0.5946936441432386","0.9064736740664219","0.7359539472723244","-0.5383551662372961","0.9012877217129602"
"2103","0.8982569320182434","0.8834349656691071","0.9072595199350351","0.8899942896404123","0.8538660330878485","0.9038380932395517","0.7336613347620002","-0.5844036942340529","0.9005537042660041"
"2104","0.8886925701364463","0.8446980748962263","0.9033520052172597","0.6992529381056362","-0.5777338033576178","0.9052962907622056","0.7491060450072979","-0.5603773744979461","0.9021984984866723"
"2105","0.8983327200144794","0.8776545274600904","0.9077977643669556","0.8818115253734881","0.838164875968459","0.89909339873218","0.7428797442592543","-0.5404334011336178","0.903035816815114"
"2106","0.7298292863113994","-0.5417983783556033","0.9046744932513617","0.7062952894380364","-0.5389186682619845","0.9022748815991671","0.8924727327599971","0.8572578700364214","0.9046135614194659"
"2107","0.8868222615288662","0.8567373165732282","0.9010723349015286","0.7042192963277292","-0.5971881181928297","0.9034840937726816","0.5901785769925556","-0.5771367340249813","0.899300269133441"
"2108","0.3962848712734521","-0.5664998637782549","0.8991051263830147","0.8770270197364151","0.8441549965664874","0.9057403905086088","0.5941084473475773","-0.6573640504868844","0.903486089129672"
"2109","0.8793024712356098","0.8527777613127888","0.9108978706845502","0.7062859557707986","-0.5604190189785853","0.9018365583461713","0.597231193645863","-0.5651169417049329","0.9053492237790268"
"2110","0.724054501025945","-0.5936485097554974","0.9017670787263862","0.3298791597871696","-0.6025258460833972","0.8974414080443829","0.5912271090294796","-0.671873431117808","0.9017057260990405"
"2111","0.5601773241542305","-0.6013430932127479","0.9059951328458207","0.8791627599629683","0.856855865200363","0.9018915504956954","0.8893347329537014","0.8603880915882504","0.9067045693744173"
"2112","0.8676172502072927","0.7965118304298209","0.9019078428981125","0.7146309380584153","-0.54256514847769","0.9033610454844887","0.8819602298630052","0.8570824109913389","0.9073651347513073"
"2113","0.8913043352764483","0.8504132038846689","0.9085284534377792","0.8902289733270933","0.8547854540569917","0.9061151975982897","0.7407325098570634","-0.580886718814156","0.9067162359221694"
"2114","0.3887945528870121","-0.5828823925284973","0.9000548106618079","0.6908477623347868","-0.6037789329795002","0.9039162961899273","0.8771123679071762","0.8165363579929598","0.9047256881706134"
"2115","0.8899235048612302","0.8788385685437655","0.9072292989577333","0.8972853831086218","0.8812423145358277","0.9048760263689587","0.8918450849795189","0.8703547928066728","0.9057969587170478"
"2116","0.8672660240847545","0.7973745182444507","0.902471654335764","0.7049942770121808","-0.5415759803578513","0.9040117580049056","0.8923676722288004","0.8520545059041359","0.9048711383497006"
"2117","0.8837529202359088","0.8509891394751568","0.9029479056234009","0.7103844285503833","-0.5617922852660288","0.9024452071377673","0.4516215022678775","-0.5618652164198248","0.9007615449145376"
"2118","0.8830596345366638","0.8364582055254544","0.9067979874400791","0.16166702558052298","-0.5844921949383154","0.8964455465315285","0.8825103706816974","0.8348740002071011","0.9031929356886281"
"2119","0.8922177972649927","0.8777175656349535","0.9030620518465976","0.7068526351071823","-0.5361523569308958","0.9018609329518271","0.886939472618888","0.8664546696233867","0.8999207881590379"
"2120","0.88410478422361","0.8380881729654888","0.9020507486542987","0.8763460921972154","0.845869220232579","0.9064851197005972","0.8831458073797489","0.8297774539455328","0.9016796973974541"
"2121","0.5646867205641212","-0.5651169417049329","0.9045692331962057","0.883242241591486","0.8566596710568302","0.9024913328624685","0.8923439375450121","0.8781816929496384","0.9053043156828954"
"2122","0.7208308518401587","-0.5372002392069206","0.9060005213725552","0.3422083130352432","-0.5964992759411255","0.8988694428542472","0.5987476567037727","-0.6003799232854339","0.9009594526066227"
"2123","0.889793796832172","0.8805085151697101","0.9042056264913477","0.8828310915175258","0.8428356862730636","0.9031386576471855","0.74087836989349","-0.5389795071948598","0.9060688778160466"
"2124","0.7175547126881986","-0.5811078266723358","0.9025273557754618","0.7036794718692815","-0.5588333385121023","0.9008809102179791","0.7258465280026436","-0.572970883260475","0.9038719156993614"
"2125","0.7207747169221768","-0.5690389925606179","0.9083808752497556","0.7018770242673606","-0.58438524824119","0.9027574520019754","0.7443506142346521","-0.5390556803043011","0.9065020278936267"
"2126","0.891715158132841","0.8757402332178643","0.9079513509983154","0.8904692037799912","0.8734429033391289","0.9032353114437559","0.747768889978698","-0.5437812756430225","0.9039843357771343"
"2127","0.8897019533706304","0.836074478537917","0.9065238194167383","0.8841980798892509","0.8241830118965602","0.9019898393811241","0.7358888564956958","-0.5609816242868144","0.9038228761048938"
"2128","0.7092119129939991","-0.559231986028612","0.9013566263768362","0.7079568352489931","-0.5967269653355304","0.90168235776382","0.7424991404596394","-0.5603837321296706","0.9011919379827921"
"2129","0.879917859811628","0.8379405044928925","0.9054898781766513","0.887356241969602","0.8482666507774193","0.9064550170948259","0.6063566790629605","-0.5547026557037796","0.9021820942092014"
"2130","0.8864753773805416","0.863958701838962","0.9019856651247222","0.6996248180993985","-0.5861434898410148","0.9017417019885811","0.7479462720641857","-0.5579059762390394","0.9013849124662677"
"2131","0.7326290355250209","-0.5751283592849304","0.9047468209763181","0.89562982439361","0.8802412798017224","0.9074354733748882","0.7442786189145532","-0.5365852291116712","0.9025497341361824"
"2132","0.5618021535008794","-0.5818065518144709","0.8977416325193037","0.882610888468054","0.8547371353948445","0.9036254597289867","0.737663392769963","-0.5583227195556019","0.9010071247323205"
"2133","0.7207171515850291","-0.580012899731587","0.8988765263653683","0.8870337226612459","0.8675502216321371","0.9004918214887782","0.7379990406410439","-0.5596667897225027","0.8984747131187198"
"2134","0.7266774215348332","-0.5432841506443797","0.9059806495358861","0.886659660957777","0.8390977911181332","0.9027212988003812","0.5922018417892485","-0.6132983895663507","0.9026423130864356"
"2135","0.7254262161781438","-0.5632258107195229","0.9032466363536459","0.704498612632802","-0.5600092597056513","0.9001707137808135","0.7488781253276339","-0.5582176809665347","0.9032388611080806"
"2136","0.38787236141612447","-0.6656895526095736","0.9020543508324419","0.5291989118617001","-0.5624094754258886","0.8994919597954527","0.8868586856420304","0.8436460273059799","0.9075090872570666"
"2137","0.731700850634549","-0.595431999454072","0.9040445137372817","0.8836266588997425","0.8382163993163313","0.900786028510062","0.8840149108602672","0.8475458235180097","0.9019755919338115"
"2138","0.23409155310706448","-0.6021897248775174","0.8935079829874243","0.8914680027068755","0.8772997433252381","0.902365680181712","0.6006161159122907","-0.5798860649761937","0.9058112338194737"
"2139","0.5576646601821145","-0.6351528261786283","0.9043376725819626","0.8752033418835441","0.8402279861753288","0.9037306498127954","0.8836612444536668","0.8443502537160237","0.9046379512311413"
"2140","0.7132805219721328","-0.6751907254084453","0.9019066725198497","0.7009031226959411","-0.561308160689323","0.9012170002876544","0.8922284353337423","0.8752157912129668","0.9024067381993138"
"2141","0.7238485191301697","-0.5649542099297806","0.9015285505233522","0.8891214979093708","0.8266150160873358","0.8997639896191966","0.8878625414976595","0.8594826208670673","0.9057918388213074"
"2142","0.8860479241651285","0.8644006105256837","0.9041032852878103","0.864978679459576","0.8036372616903125","0.8937812372685564","0.746220317236894","-0.56948962902764","0.902615335333527"
"2143","0.8946969672497276","0.8824101953547511","0.9020634431228409","0.8919794511031924","0.8664854854999925","0.9029724024905342","0.8692077176125161","0.815249565446867","0.9030775701841991"
"2144","0.8857394897421312","0.8772732797758482","0.8981116496735283","0.7019902673444933","-0.5942966737475508","0.9015166827975936","0.5960106369655586","-0.5590340841903959","0.8995754201874362"
"2145","0.7197070356186455","-0.5573490855249585","0.9055325456007643","0.8723104539657826","0.8283386512483144","0.9032703154482704","0.7371209232239424","-0.5431958589359579","0.9040105589478483"
"2146","0.891053168295099","0.8671577562110662","0.9063861010892434","0.8838488184077523","0.8594586449495694","0.9029659239330964","0.7392686033046603","-0.5595635734372526","0.9021159358689996"
"2147","0.7292073424604044","-0.5417669457267991","0.8996895603295327","0.8896081844570226","0.8761115519987879","0.901568946291516","0.5970932154154438","-0.6077877524776326","0.9034854958119667"
"2148","0.5529844400857479","-0.6019818357814704","0.9051114426827863","0.5159786697578965","-0.5874621848539751","0.903997517866461","0.8877828882590837","0.8434394435668181","0.9025545175033104"
"2149","0.7311253958288298","-0.5584602172411967","0.9021932712471228","0.8884150630276259","0.8642510510327817","0.9020905403326993","0.7350879445180363","-0.5405691055456514","0.9008656781973935"
"2150","0.7278308054750318","-0.542113389210981","0.9037839772472778","0.5132142979645337","-0.5793617220430749","0.9039094247183573","0.8961696760372504","0.8760323370127767","0.9045811490653561"
"2151","0.8898907940746827","0.8625148895479309","0.9017653264938228","0.6647972811622297","-0.5623282585704006","0.9064826051946402","0.8911856613035066","0.8608400343856745","0.9065774216244344"
"2152","0.5598803684147441","-0.5707212919825814","0.9021748699846585","0.6941163538580519","-0.5678594067814665","0.9050950663367541","0.7479550225202243","-0.5406992143983189","0.9032132720303279"
"2153","0.8933081727138976","0.8696011266711526","0.9052467730323445","0.7006022942988633","-0.5550508629549366","0.8996532742277185","0.7326088614654711","-0.6252733510615327","0.9015783038475215"
"2154","0.8801852616483881","0.8403311927721875","0.9025741521087011","0.884080659559846","0.8404533365683079","0.9043511255402041","0.5896744160603953","-0.572286841262996","0.9036215847973768"
"2155","0.8896950431006625","0.8582163654139607","0.9062704606578419","0.7050317933270648","-0.540229067642642","0.9001109464775828","0.7392939060210575","-0.5783837677321205","0.9026043770232188"
"2156","0.40076561241671294","-0.623256048390026","0.9021215113684687","0.6949723481336587","-0.5711492584426734","0.9037406820502362","0.881641229308667","0.831585403738472","0.9020647025552625"
"2157","0.7203239961323106","-0.5388976956832799","0.9015482376219995","0.5257648630297991","-0.6023967342509302","0.9004137773039933","0.7228754950431563","-0.6213124682465032","0.9002474197117265"
"2158","0.8971537288887836","0.8750540141502452","0.9043358198757626","0.3423301165850208","-0.5824278947817754","0.9007925197837051","0.7501922818699638","-0.5392980383753022","0.9029439284977462"
"2159","0.7254637261343745","-0.5858303850184949","0.901521441364913","0.8899383372379843","0.8759465415818205","0.9033052594050142","0.7351617096609043","-0.5995495394849504","0.908778715673827"
"2160","0.566257428278562","-0.5993502798650696","0.9020605845533679","0.7049619970243299","-0.5807245434275046","0.9012325765483228","0.5962579118101258","-0.5808272734449517","0.9071179683370237"
"2161","0.7293530756663889","-0.5746486841174379","0.9034164017139965","0.8708876657917644","0.7922611054822742","0.9010590965941505","0.5925776358704988","-0.5920393397185939","0.9090377726389585"
